CHO Nam-Kyu POSITION,CHO Nam-Kyu LAP TIME,CHO Nam-Kyu ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,KURBATOV Evgeniy POSITION,KURBATOV Evgeniy LAP TIME,KURBATOV Evgeniy ELAPSED TIME
0,6.724,6.724,0,6.941,6.941,0,7.152,7.152,0,7.385,7.385
0,9.256,15.980,0,9.348,16.288,0,9.023,16.175,0,9.414,16.799
0,8.971,24.951,0,8.726,25.014,0,8.993,25.168,0,9.283,26.082
0,8.946,33.897,0,9.528,34.541,0,9.156,34.325,0,9.584,35.666
0,,,0,,,0,,,0,,
