VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME
4,14.49,14.49,2,14.37,14.37,1,14.31,14.31,3,14.45,14.45
4,10.77,25.26,3,10.82,25.19,2,10.71,25.02,1,10.43,24.88
4,9.77,35.03,2,9.64,34.83,1,9.71,34.73,3,10.01,34.89
4,10.19,45.22,2,10.19,45.02,1,10.16,44.89,3,10.26,45.15
4,10.37,55.59,2,10.30,55.32,1,10.27,55.16,3,10.29,55.44
4,9.71,1:05.30,2,9.76,1:05.08,1,9.75,1:04.91,3,9.73,1:05.17
4,9.70,1:15.00,2,9.55,1:14.63,1,9.66,1:14.57,3,9.59,1:14.76
4,10.18,1:25.18,1,9.59,1:24.22,2,9.86,1:24.43,3,10.09,1:24.85
4,10.33,1:35.503,1,9.65,1:33.865,2,9.67,1:34.097,3,10.34,1:35.184
