SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME
1,7.07,7.07,3,7.41,7.41,4,7.72,7.72,2,7.19,7.19
1,9.03,16.10,3,9.10,16.51,4,9.81,17.53,2,9.01,16.20
1,8.57,24.67,3,8.54,25.05,4,9.62,27.15,2,8.56,24.76
1,8.63,33.30,3,8.54,33.59,4,9.90,37.05,2,8.62,33.38
1,8.81,42.11,3,8.65,42.24,4,10.40,47.428,2,8.83,42.21
