HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.78,6.78,2,6.89,6.89,4,7.17,7.17,3,6.93,6.93
1,8.77,15.55,2,9.01,15.90,4,9.01,16.18,3,9.14,16.07
1,8.28,23.83,3,8.49,24.39,4,8.31,24.49,2,8.31,24.38
1,8.49,32.32,3,8.65,33.04,2,8.35,32.84,4,8.80,33.18
1,8.69,41.007,4,32.81,1:05.842,2,8.60,41.440,3,8.77,41.948
