Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME
2,6.98,6.98,3,7.09,7.09,4,7.36,7.36,1,6.96,6.96
3,9.23,16.21,2,8.94,16.03,4,9.23,16.59,1,8.72,15.68
3,8.81,25.02,2,8.50,24.53,4,8.78,25.37,1,8.44,24.12
3,9.06,34.08,2,8.60,33.13,4,8.99,34.36,1,8.63,32.75
3,9.25,43.33,2,8.78,41.91,4,9.38,43.74,1,8.77,41.52
