Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,Martin JOHANSSON POSITION,Martin JOHANSSON LAP TIME,Martin JOHANSSON ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
1,6.684,6.684,3,7.022,7.022,2,6.795,6.795,4,7.061,7.061
1,8.986,15.670,3,8.989,16.011,2,9.024,15.819,4,8.998,16.059
1,8.608,24.277,4,8.779,24.789,2,8.689,24.507,3,8.450,24.508
1,8.653,32.930,4,8.799,33.587,3,8.608,33.115,2,8.522,33.029
1,8.91,41.833,4,8.99,42.572,3,8.99,42.101,2,8.97,41.995
