Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
1,6.89,6.89,2,7.29,7.29,4,7.74,7.74,3,7.34,7.34
1,9.52,16.41,2,9.45,16.75,4,9.61,17.36,3,9.48,16.82
1,9.29,25.71,2,9.02,25.78,4,11.26,28.62,3,9.13,25.95
1,9.37,35.09,2,9.35,35.13,4,13.05,41.68,3,9.22,35.17
1,9.65,44.738,2,9.66,44.788,4,14.60,56.279,3,9.68,44.847
