J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.92,6.92,2,7.07,7.07,4,7.31,7.31,5,7.35,7.35,3,7.21,7.21
1,9.00,15.92,2,9.00,16.07,5,9.31,16.62,4,9.06,16.41,3,9.02,16.23
1,8.45,24.37,2,8.40,24.47,5,8.56,25.18,4,8.61,25.02,3,8.50,24.73
1,8.48,32.85,2,8.48,32.95,5,8.68,33.86,4,8.83,33.85,3,8.49,33.22
1,8.59,41.431,2,8.61,41.551,5,9.41,43.261,4,9.23,43.071,3,8.93,42.146
