Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
2,13.592,13.592,1,13.539,13.539,3,13.603,13.603,4,13.709,13.709
3,10.996,24.587,2,10.940,24.479,1,10.722,24.325,4,10.909,24.618
2,9.533,34.120,3,9.669,34.147,1,9.609,33.934,4,9.655,34.273
3,9.719,43.839,2,9.638,43.785,1,9.735,43.669,4,9.645,43.918
3,9.725,53.564,2,9.766,53.551,1,9.734,53.403,4,9.778,53.696
3,9.611,1:03.175,2,9.558,1:03.109,1,9.604,1:03.007,4,9.496,1:03.192
2,9.669,1:12.844,1,9.371,1:12.480,4,9.943,1:12.950,3,9.753,1:12.945
1,9.327,1:22.171,2,9.776,1:22.256,4,10.046,1:22.996,3,9.748,1:22.693
1,9.701,1:31.872,2,9.854,1:32.109,4,10.546,1:33.542,3,9.866,1:32.558
