WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
1,7.01,7.01,2,7.03,7.03,3,7.13,7.13,4,7.32,7.32
1,9.27,16.29,2,9.32,16.35,3,9.35,16.48,4,9.34,16.66
2,8.98,25.27,1,8.87,25.23,3,8.93,25.41,4,9.04,25.70
2,9.06,34.34,1,9.09,34.33,3,9.00,34.42,4,9.25,34.95
1,9.33,43.666,2,9.42,43.750,3,9.41,43.826,4,9.75,44.694
