Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME
1,6.79,6.79,2,6.93,6.93,3,7.26,7.26,4,7.45,7.45
1,8.65,15.44,2,8.61,15.54,3,8.86,16.12,4,9.17,16.62
1,8.40,23.84,4,20.43,35.97,2,8.51,24.63,3,8.90,25.52
1,8.64,32.48,4,28.72,1:04.69,2,8.71,33.34,3,9.18,34.70
1,8.84,41.319,0,,notime,2,8.86,42.192,3,9.57,44.265
