Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Sarah CHEN POSITION,Sarah CHEN LAP TIME,Sarah CHEN ELAPSED TIME
1,13.40,13.40,3,13.67,13.67,4,13.77,13.77,2,13.55,13.55,5,13.88,13.88
1,10.37,23.77,3,10.32,23.99,4,10.33,24.10,2,10.37,23.92,5,10.33,24.21
1,9.97,33.74,2,9.79,33.78,4,10.01,34.11,3,9.97,33.89,5,10.02,34.23
1,9.52,43.26,4,9.83,43.61,3,9.36,43.47,2,9.50,43.39,5,9.47,43.70
1,9.81,53.07,4,9.74,53.35,3,9.79,53.26,2,9.75,53.14,5,9.73,53.43
1,9.89,1:02.96,4,9.91,1:03.26,3,9.91,1:03.17,2,9.95,1:03.09,5,9.93,1:03.36
1,9.99,1:12.95,4,9.98,1:13.24,3,9.98,1:13.15,2,9.95,1:13.04,5,9.99,1:13.35
1,9.90,1:22.85,4,9.96,1:23.20,3,9.96,1:23.11,2,9.86,1:22.90,5,9.99,1:23.34
1,9.88,1:32.726,3,9.68,1:32.874,2,9.68,1:32.787,0,,PEN,4,9.92,1:33.252
