LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
4,7.273,7.273,2,7.025,7.025,1,6.945,6.945,3,7.243,7.243
3,9.273,16.545,2,9.257,16.281,1,8.952,15.897,4,9.654,16.896
3,8.820,25.365,2,9.029,25.309,1,9.097,24.994,4,9.267,26.163
2,8.956,34.321,3,9.193,34.502,1,9.035,34.029,4,9.307,35.470
1,9.23,43.543,3,9.32,43.820,2,9.63,43.656,4,9.89,45.355
