START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
4,9.68,9.68,3,9.55,9.55,5,9.80,9.80,1,9.41,9.41,2,9.43,9.43,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
4,12.63,22.31,3,12.62,22.17,5,12.64,22.44,1,12.55,21.96,2,12.58,22.01,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
4,11.91,34.22,3,11.94,34.11,5,11.84,34.28,1,11.96,33.92,2,12.01,34.02,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,11.30,45.52,5,11.80,45.91,2,11.32,45.60,3,11.72,45.64,4,11.73,45.75,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,10.81,56.33,4,10.61,56.52,2,10.80,56.40,3,10.83,56.47,5,10.84,56.59,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
2,10.19,1:06.52,1,9.84,1:06.36,3,10.20,1:06.60,4,10.28,1:06.75,5,10.29,1:06.88,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
2,10.00,1:16.52,1,10.05,1:16.41,3,10.03,1:16.63,4,9.97,1:16.72,5,9.93,1:16.81,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
2,10.34,1:26.86,1,10.34,1:26.75,3,10.37,1:27.00,4,10.37,1:27.09,5,10.45,1:27.26,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
2,10.36,1:37.22,1,10.36,1:37.11,3,10.37,1:37.37,4,10.40,1:37.49,5,10.33,1:37.59,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
2,10.25,1:47.47,1,10.25,1:47.36,3,10.23,1:47.60,4,10.26,1:47.75,5,10.27,1:47.86,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,10.18,1:57.65,2,10.30,1:57.66,3,10.20,1:57.80,4,10.24,1:57.99,5,10.27,1:58.13,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,10.31,2:07.96,2,10.37,2:08.03,3,10.30,2:08.10,4,10.32,2:08.31,5,10.27,2:08.40,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,10.58,2:18.54,5,11.59,2:19.62,2,10.68,2:18.78,3,10.60,2:18.91,4,10.59,2:18.99,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
1,10.81,2:29.349,4,11.58,2:31.191,0,,PEN,3,11.67,2:30.572,2,10.92,2:29.902,2011-2012,"ISU World Cup 2011/2012, CAN, Saguenay",1500m,w,RepSemifinals,3
