Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.91,6.91,3,7.05,7.05,2,7.03,7.03,4,7.23,7.23
1,9.11,16.02,2,9.23,16.28,3,9.35,16.38,4,9.28,16.51
1,8.55,24.57,2,8.62,24.90,3,8.64,25.02,4,8.64,25.15
1,8.82,33.39,2,8.78,33.68,3,8.68,33.70,4,8.70,33.85
1,9.04,42.422,3,9.07,42.745,0,,DQ,2,8.83,42.679
