Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,13.58,13.58,2,13.68,13.68,3,13.77,13.77,4,13.93,13.93,5,14.02,14.02
1,11.07,24.65,2,11.09,24.77,3,11.11,24.88,4,11.08,25.01,5,11.16,25.18
1,10.76,35.41,2,10.74,35.51,3,10.72,35.60,4,10.69,35.70,5,10.64,35.82
1,10.46,45.87,2,10.47,45.98,3,10.47,46.07,4,10.51,46.21,5,10.49,46.31
1,10.26,56.13,4,10.35,56.33,3,10.25,56.32,2,9.94,56.15,5,10.16,56.47
1,9.55,1:05.68,4,9.68,1:06.01,3,9.56,1:05.88,2,9.62,1:05.77,5,9.76,1:06.23
1,9.67,1:15.35,3,9.53,1:15.54,4,9.67,1:15.55,2,9.67,1:15.44,5,9.77,1:16.00
1,9.30,1:24.65,5,43.59,1:59.13,4,32.46,1:48.01,2,9.34,1:24.78,3,10.03,1:26.03
1,9.65,1:34.296,0,,PEN,3,14.32,2:02.328,0,,PEN,2,10.68,1:36.704
