Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Dave VERSTEEG POSITION,Dave VERSTEEG LAP TIME,Dave VERSTEEG ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,13.097,13.097,3,13.209,13.209,2,13.197,13.197,4,13.361,13.361
2,10.232,23.328,4,10.452,23.660,1,9.970,23.166,3,10.122,23.482
2,9.979,33.307,4,9.804,33.464,3,10.195,33.361,1,9.815,33.297
3,9.501,42.807,2,9.298,42.761,4,9.545,42.906,1,9.409,42.705
4,9.259,52.065,2,9.180,51.941,3,9.073,51.978,1,9.220,51.925
3,9.469,1:01.534,2,9.506,1:01.446,4,9.601,1:01.579,1,9.333,1:01.258
4,9.585,1:11.118,2,9.424,1:10.870,3,9.349,1:10.927,1,9.381,1:10.638
3,9.982,1:21.100,4,10.286,1:21.156,2,9.391,1:20.318,1,9.446,1:20.084
3,10.41,1:31.507,4,11.46,1:32.607,2,9.83,1:30.145,1,9.98,1:30.064
