SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
3,7.32,7.32,1,7.09,7.09,2,7.19,7.19,4,7.39,7.39
4,9.40,16.72,1,9.32,16.41,2,9.33,16.52,3,9.21,16.60
2,8.69,25.41,1,8.84,25.25,3,18.62,35.14,4,21.42,38.02
2,8.94,34.35,1,9.02,34.27,3,13.74,48.88,4,16.35,54.37
2,9.12,43.467,1,9.16,43.427,3,14.23,1:03.104,4,13.34,1:07.703
