Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME
2,12.99,12.99,3,13.06,13.06,4,13.17,13.17,1,12.91,12.91
3,10.41,23.40,2,10.31,23.37,4,10.37,23.54,1,10.40,23.31
2,10.11,33.51,3,10.30,33.67,4,10.20,33.74,1,10.11,33.42
2,9.86,43.37,4,9.81,43.48,3,9.65,43.39,1,9.88,43.30
3,9.72,53.09,4,9.63,53.11,2,9.48,52.87,1,9.48,52.78
3,9.66,1:02.75,4,9.78,1:02.89,2,9.68,1:02.55,1,9.67,1:02.45
3,9.74,1:12.49,4,9.78,1:12.67,2,9.84,1:12.39,1,9.84,1:12.29
3,9.90,1:22.39,4,10.18,1:22.85,1,9.75,1:22.14,2,9.96,1:22.25
3,9.94,1:32.328,4,10.87,1:33.715,1,9.71,1:31.847,2,9.80,1:32.044
