Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Thibaut MELINE POSITION,Thibaut MELINE LAP TIME,Thibaut MELINE ELAPSED TIME
3,7.44,7.44,1,6.86,6.86,2,7.12,7.12,5,9.06,9.06,4,7.71,7.71
3,9.56,17.00,1,9.19,16.05,2,9.27,16.39,5,10.00,19.06,4,9.54,17.25
3,9.00,26.00,1,8.91,24.96,2,9.02,25.41,5,10.10,29.16,4,9.24,26.49
3,9.23,35.23,1,9.04,34.00,2,9.28,34.69,5,10.48,39.64,4,9.44,35.93
3,9.64,44.863,1,9.44,43.432,2,9.52,44.207,5,11.16,50.800,4,9.75,45.675
