Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
4,7.79,7.79,1,6.91,6.91,2,7.03,7.03,3,7.25,7.25,5,8.17,8.17
4,9.17,16.96,1,9.23,16.14,2,9.24,16.27,3,9.11,16.36,5,10.44,18.61
4,8.69,25.65,1,8.65,24.79,2,8.63,24.90,3,8.62,24.98,5,10.63,29.24
4,8.98,34.63,1,8.84,33.63,2,8.77,33.67,3,8.83,33.81,5,11.00,40.24
4,9.58,44.207,1,9.04,42.670,2,9.05,42.711,3,9.00,42.806,5,11.38,51.618
