Liam McFARLANE POSITION,Liam McFARLANE LAP TIME,Liam McFARLANE ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.67,6.67,2,6.97,6.97,3,7.19,7.19,4,7.31,7.31,5,11.74,11.74
1,8.73,15.40,2,9.10,16.07,3,9.10,16.29,4,9.12,16.43,5,9.95,21.69
1,8.60,24.00,2,8.72,24.79,3,8.65,24.94,4,8.67,25.10,5,9.40,31.09
1,8.88,32.88,2,8.86,33.65,3,8.75,33.69,4,8.93,34.03,5,9.76,40.85
1,9.11,41.985,3,9.37,43.018,2,9.01,42.698,4,9.11,43.139,5,10.84,51.683
