JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,REN Haobo POSITION,REN Haobo LAP TIME,REN Haobo ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.96,6.96,2,7.25,7.25,4,7.33,7.33,3,7.31,7.31
1,8.95,15.91,3,9.24,16.49,4,9.34,16.67,2,9.01,16.32
1,8.52,24.43,4,8.79,25.28,3,8.59,25.26,2,8.60,24.92
1,8.74,33.17,3,8.82,34.10,4,8.99,34.25,2,8.71,33.63
1,9.00,42.17,4,,42.936,3,,42.924,2,8.90,42.53
