Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
2,13.42,13.42,4,13.62,13.62,1,13.20,13.20,3,13.58,13.58
2,10.92,24.35,3,10.81,24.43,1,10.87,24.07,4,10.87,24.45
1,10.83,35.18,3,10.86,35.30,2,11.13,35.21,4,11.05,35.50
3,10.83,46.01,4,10.86,46.17,1,10.70,45.91,2,10.46,45.96
2,10.55,56.56,3,10.46,56.63,1,10.44,56.35,4,10.75,56.72
2,9.70,1:06.27,3,9.74,1:06.37,1,9.83,1:06.19,4,9.85,1:06.58
1,9.36,1:15.64,2,9.40,1:15.78,3,9.62,1:15.82,0,,
1,9.58,1:25.22,3,22.28,1:38.06,4,23.10,1:38.92,2,0.00,1:25.93
1,10.61,1:35.821,0,,DQ,3,13.48,1:52.391,2,10.63,1:36.557
