Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME
1,6.83,6.83,3,7.18,7.18,2,6.93,6.93,4,7.21,7.21
1,9.04,15.87,3,9.06,16.24,2,9.04,15.97,4,9.35,16.56
1,8.57,24.44,3,8.70,24.94,2,8.59,24.56,4,8.70,25.26
1,8.67,33.11,3,9.09,34.03,2,8.71,33.27,4,8.84,34.10
1,8.88,41.986,4,9.19,43.212,2,9.03,42.296,3,9.09,43.184
