Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
2,12.79,12.79,3,12.92,12.92,4,13.08,13.08,5,13.16,13.16,1,12.61,12.61
2,9.73,22.52,3,9.77,22.69,4,9.71,22.79,4,9.63,22.79,1,9.90,22.51
1,9.34,31.86,3,9.35,32.04,5,9.45,32.24,4,9.34,32.13,2,9.43,31.94
1,9.46,41.32,3,9.48,41.52,5,9.48,41.72,4,9.44,41.57,2,9.47,41.41
1,9.40,50.72,3,9.39,50.91,5,9.38,51.10,4,9.42,50.99,2,9.40,50.81
1,9.44,1:00.16,3,9.44,1:00.35,5,9.47,1:00.57,4,9.44,1:00.43,2,9.44,1:00.25
1,9.39,1:09.55,4,9.53,1:09.88,5,9.44,1:10.01,3,9.43,1:09.86,2,9.42,1:09.67
2,9.54,1:19.09,4,9.56,1:19.44,5,9.47,1:19.48,1,9.19,1:19.05,3,9.54,1:19.21
2,9.69,1:28.78,5,9.66,1:29.103,4,9.37,1:28.857,1,9.23,1:28.28,3,9.62,1:28.83
