Ivan RADEVIC POSITION,Ivan RADEVIC LAP TIME,Ivan RADEVIC ELAPSED TIME,PARK Ji Won POSITION,PARK Ji Won LAP TIME,PARK Ji Won ELAPSED TIME,LIU Yifan POSITION,LIU Yifan LAP TIME,LIU Yifan ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
3,12.43,12.43,1,12.19,12.19,2,12.29,12.29,4,12.61,12.61,5,12.75,12.75
3,9.46,21.89,2,9.59,21.78,1,9.38,21.67,4,9.37,21.98,5,9.35,22.10
4,9.52,31.41,2,9.48,31.26,1,9.43,31.10,3,9.38,31.36,5,9.43,31.53
4,9.27,40.68,1,9.10,40.36,3,9.43,40.53,2,9.12,40.48,5,9.24,40.77
5,9.12,49.80,1,9.09,49.45,3,9.21,49.74,2,9.06,49.54,4,9.01,49.78
4,8.99,58.79,1,8.86,58.31,5,9.16,58.90,2,8.85,58.39,3,8.85,58.63
5,9.32,1:08.11,1,8.73,1:07.04,4,9.10,1:08.00,2,8.75,1:07.14,3,8.76,1:07.39
5,9.56,1:17.67,1,8.68,1:15.72,4,9.53,1:17.53,2,8.71,1:15.85,3,8.92,1:16.31
5,9.88,1:27.55,1,8.88,1:24.60,4,9.97,1:27.50,2,8.80,1:24.65,3,9.19,1:25.50
