Bobby Joe LINDSEY POSITION,Bobby Joe LINDSEY LAP TIME,Bobby Joe LINDSEY ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,SAPUNENKA Aleh POSITION,SAPUNENKA Aleh LAP TIME,SAPUNENKA Aleh ELAPSED TIME
1,7.067,7.067,2,7.174,7.174,3,7.574,7.574,4,7.742,7.742
1,9.509,16.575,2,9.491,16.664,3,10.082,17.656,4,10.152,17.894
2,9.421,25.996,1,9.207,25.871,3,9.630,27.285,4,9.921,27.814
2,10.070,36.065,1,10.183,36.053,3,9.841,37.126,4,10.061,37.875
2,9.95,46.010,1,9.40,45.445,3,10.46,47.583,4,10.35,48.224
