CHOI Jung-Won POSITION,CHOI Jung-Won LAP TIME,CHOI Jung-Won ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,MCSWEENEY Bree POSITION,MCSWEENEY Bree LAP TIME,MCSWEENEY Bree ELAPSED TIME,Yelena SKACHKOVA POSITION,Yelena SKACHKOVA LAP TIME,Yelena SKACHKOVA ELAPSED TIME
3,8.265,8.265,1,7.986,7.986,2,8.097,8.097,4,8.499,8.499
3,10.446,18.711,1,10.491,18.477,2,10.456,18.553,4,10.412,18.910
3,10.064,28.774,1,10.019,28.495,2,10.089,28.642,4,10.169,29.079
2,9.839,38.612,1,10.096,38.590,3,10.028,38.669,4,10.285,39.363
1,9.40,48.006,2,9.85,48.435,3,10.04,48.703,4,10.14,49.503
