WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
3,7.66,7.66,5,8.19,8.19,1,7.25,7.25,4,7.76,7.76,2,7.36,7.36
4,9.95,17.61,5,9.94,18.13,1,9.29,16.54,3,9.75,17.51,2,9.28,16.64
4,9.27,26.88,5,9.39,27.52,1,8.81,25.35,3,9.23,26.74,2,8.77,25.41
4,9.02,35.90,5,9.52,37.04,1,8.87,34.22,3,9.08,35.82,2,8.88,34.29
3,9.31,45.21,5,9.80,46.843,0,9.11,43.33,4,9.57,45.394,0,9.04,43.33
