Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME
1,7.138,7.138,4,7.799,7.799,3,7.656,7.656,2,7.453,7.453
1,10.014,17.152,4,9.697,17.496,3,9.746,17.402,2,9.827,17.280
1,9.325,26.477,4,9.571,27.067,3,9.579,26.980,2,9.522,26.802
1,9.658,36.135,4,10.590,37.657,2,9.408,36.388,3,9.702,36.504
1,9.815,45.950,4,9.089,46.747,2,9.648,46.036,3,9.939,46.442
