Boris FRANKOVIC POSITION,Boris FRANKOVIC LAP TIME,Boris FRANKOVIC ELAPSED TIME,Paulius GLUSINAS POSITION,Paulius GLUSINAS LAP TIME,Paulius GLUSINAS ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME,CHEN Shangpeng POSITION,CHEN Shangpeng LAP TIME,CHEN Shangpeng ELAPSED TIME
3,15.870,15.870,2,15.837,15.837,1,15.687,15.687,4,16.081,16.081
1,11.873,27.744,3,12.400,28.238,2,12.081,27.769,4,12.202,28.282
1,11.106,38.849,4,10.911,39.149,3,11.377,39.145,2,10.788,39.070
2,10.537,49.387,4,10.519,49.667,3,10.458,49.603,1,9.705,48.775
3,10.264,59.651,4,10.327,59.994,2,9.602,59.205,1,9.942,58.717
3,10.149,1:09.800,4,10.292,1:10.286,2,9.862,1:09.067,1,10.151,1:08.868
3,10.293,1:20.093,4,10.284,1:20.570,2,9.826,1:18.894,1,9.914,1:18.782
3,10.766,1:30.859,4,10.341,1:30.911,2,9.989,1:28.883,1,9.902,1:28.684
3,10.685,1:41.543,4,10.989,1:41.901,2,9.690,1:38.573,1,9.779,1:38.463
