KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
2,12.95,12.95,4,13.15,,3,13.04,13.04,5,13.25,13.25,1,12.93,12.93
1,9.96,22.91,5,10.02,,3,9.96,23.00,4,9.86,23.11,1,9.98,22.91
3,9.77,32.68,4,9.60,,1,9.44,32.44,4,9.66,32.77,2,9.67,32.58
3,9.68,42.36,4,9.74,,1,9.76,42.20,5,9.87,42.64,2,9.71,42.29
2,9.57,51.93,4,9.62,,1,9.66,51.86,5,9.59,52.23,3,9.67,51.96
2,9.63,1:01.56,5,9.90,,1,9.58,1:01.44,3,9.57,1:01.80,4,9.93,1:01.89
2,9.63,1:11.19,5,9.99,,1,9.65,1:11.09,3,9.74,1:11.54,4,9.79,1:11.68
2,9.69,1:20.88,5,9.81,,1,9.74,1:20.83,3,9.94,1:21.48,4,9.92,1:21.60
2,9.95,1:30.83,5,9.90,,1,9.87,1:30.70,3,,1:31.650,4,,1:31.661
