Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Jakub APELTAUER POSITION,Jakub APELTAUER LAP TIME,Jakub APELTAUER ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,7.10,7.10,4,7.49,7.49,3,7.25,7.25,1,6.90,6.90
2,9.20,16.30,4,9.46,16.95,3,9.39,16.64,1,9.27,16.17
2,8.52,24.82,4,8.56,25.51,3,8.52,25.16,1,8.55,24.72
2,8.85,33.67,4,8.91,34.42,3,9.03,34.19,1,8.85,33.57
2,8.99,42.660,4,8.95,43.364,3,9.01,43.193,1,8.94,42.504
