Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME
1,7.06,7.06,2,7.25,7.25,3,7.30,7.30,4,7.47,7.47
1,9.11,16.17,3,9.36,16.61,2,9.06,16.36,4,9.26,16.73
1,8.79,24.96,3,8.86,25.47,2,8.71,25.07,4,8.81,25.54
1,9.16,34.12,3,8.83,34.30,2,9.15,34.22,4,8.89,34.43
1,9.21,43.323,3,9.16,43.460,2,9.20,43.415,4,9.21,43.632
