QI Mengyao POSITION,QI Mengyao LAP TIME,QI Mengyao ELAPSED TIME,HUR Hee-Been POSITION,HUR Hee-Been LAP TIME,HUR Hee-Been ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME
1,7.303,7.303,3,7.339,7.339,4,7.848,7.848,2,7.314,7.314
3,9.864,17.167,1,9.658,16.997,4,9.857,17.704,2,9.810,17.123
2,9.514,26.680,1,9.589,26.585,4,9.396,27.099,3,9.676,26.799
3,9.784,36.464,2,9.709,36.294,4,9.611,36.710,1,9.465,36.264
1,9.92,46.376,0,,DQ,0,,DQ,2,10.16,46.424
