FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,7.38,7.38,4,8.53,8.53,1,7.22,7.22,3,7.50,7.50
2,9.18,16.56,4,9.38,17.91,1,9.27,16.49,3,9.17,16.67
2,8.85,25.41,4,8.83,26.74,1,8.83,25.32,3,8.83,25.50
2,8.97,34.38,4,8.96,35.70,1,8.97,34.29,3,8.98,34.48
3,9.37,43.75,4,9.23,44.937,1,9.24,43.53,2,9.14,43.62
