Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Dustin MILLER POSITION,Dustin MILLER LAP TIME,Dustin MILLER ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,7.07,7.07,3,7.17,7.17,2,7.16,7.16,4,7.38,7.38
1,9.45,16.52,4,9.88,17.05,2,9.61,16.77,3,9.53,16.91
1,8.85,25.37,4,9.00,26.05,2,8.89,25.66,3,8.93,25.84
1,9.06,34.43,4,9.01,35.06,2,8.88,34.54,3,8.95,34.79
1,9.24,43.667,4,9.37,44.429,2,9.22,43.757,3,9.34,44.124
