Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Max BACKSTROM POSITION,Max BACKSTROM LAP TIME,Max BACKSTROM ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME
4,13.85,13.85,1,13.48,13.48,5,14.00,14.00,3,13.68,13.68,2,13.57,13.57
4,10.35,24.20,1,10.43,23.91,5,10.35,24.35,3,10.30,23.98,2,10.40,23.97
4,9.59,33.79,2,9.62,33.53,5,9.68,34.03,1,9.49,33.47,3,9.64,33.61
4,9.78,43.57,2,9.84,43.37,5,9.71,43.74,1,9.81,43.28,3,9.82,43.43
4,9.68,53.25,3,9.61,52.98,5,9.84,53.58,1,9.48,52.76,2,9.42,52.85
4,9.56,1:02.81,3,9.04,1:02.02,5,9.81,1:03.39,2,9.13,1:01.89,1,9.00,1:01.85
4,9.84,1:12.65,3,9.06,1:11.08,5,10.06,1:13.45,2,9.09,1:10.98,1,9.06,1:10.91
4,10.36,1:23.01,3,9.11,1:20.19,5,10.37,1:23.82,2,9.10,1:20.08,1,9.08,1:19.99
4,10.60,1:33.61,3,9.11,1:29.30,5,10.56,1:34.38,2,9.17,1:29.25,1,9.15,1:29.14
