KIM Si Un POSITION,KIM Si Un LAP TIME,KIM Si Un ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,Gibson Laurent HIMBEAULT POSITION,Gibson Laurent HIMBEAULT LAP TIME,Gibson Laurent HIMBEAULT ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,7.17,7.17,2,7.35,,4,7.44,7.44,3,7.42,7.42,5,7.68,7.68
1,9.22,16.39,4,9.64,,2,9.30,16.74,3,9.46,16.88,5,9.33,17.01
1,8.63,25.02,4,8.87,,2,8.57,25.31,5,9.19,26.07,3,8.78,25.79
1,8.69,33.71,4,9.11,,2,8.77,34.08,5,10.16,36.23,3,8.99,34.78
1,8.81,42.52,4,8.92,,2,9.10,43.18,5,11.31,47.54,3,9.07,43.830
