SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME,Luca SPECHENHAUSER POSITION,Luca SPECHENHAUSER LAP TIME,Luca SPECHENHAUSER ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME
1,12.45,12.45,2,12.55,12.55,3,12.65,12.65,4,12.77,12.77,5,12.91,
2,9.34,21.79,1,9.16,21.71,3,9.26,21.91,4,9.25,22.02,5,9.26,
1,8.99,30.78,2,9.14,30.85,3,9.04,30.95,4,9.02,31.04,5,9.02,
1,9.21,39.99,2,9.24,40.09,3,9.22,40.17,4,9.23,40.27,5,9.18,
1,9.08,49.07,2,9.07,49.16,3,9.09,49.26,4,9.12,49.39,5,9.17,
1,8.96,58.03,2,8.97,58.13,3,8.95,58.21,4,8.95,58.34,5,8.97,
4,9.30,1:07.33,1,9.01,1:07.14,2,8.95,1:07.16,3,8.93,1:07.27,5,8.92,
3,9.41,1:16.74,4,9.69,1:16.83,1,9.08,1:16.24,5,12.71,1:19.98,2,9.04,
2,9.64,1:26.389,4,34.37,1:51.203,2,9.25,1:25.49,3,28.88,1:48.868,1,8.98,
