Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.37,7.37,3,7.71,7.71,2,7.50,7.50,4,7.86,7.86
1,9.46,16.83,3,9.47,17.18,2,9.41,16.91,4,9.53,17.39
1,8.95,25.78,3,8.87,26.05,2,8.96,25.87,4,8.98,26.37
1,9.15,34.93,3,9.06,35.11,2,9.18,35.05,4,9.12,35.49
1,9.37,44.300,3,9.30,44.405,2,9.31,44.356,4,9.39,44.879
