Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
2,14.94,14.94,1,14.92,14.92,3,15.21,,4,15.39,15.39
1,10.62,25.56,2,10.76,25.68,3,10.62,,4,10.60,25.99
1,10.01,35.57,2,10.02,35.70,3,10.11,,4,9.97,35.96
1,9.43,45.00,2,9.43,45.13,4,9.45,,3,9.33,45.29
1,9.16,54.16,2,9.13,54.26,4,9.17,,3,9.11,54.40
1,9.13,1:03.29,2,9.18,1:03.44,4,9.16,,3,9.23,1:03.63
1,9.17,1:12.46,2,9.09,1:12.53,4,9.07,,3,9.06,1:12.69
2,9.37,1:21.83,3,9.35,1:21.88,3,9.09,,1,9.09,1:21.78
3,9.99,1:31.801,2,9.81,1:31.675,2,9.61,,1,9.50,1:31.274
