LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Rusty SMITH POSITION,Rusty SMITH LAP TIME,Rusty SMITH ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
2,13.166,13.166,5,13.698,13.698,4,13.619,13.619,1,13.117,13.117,3,13.368,13.368
3,10.448,23.613,5,10.311,24.009,4,10.188,23.807,2,10.428,23.545,1,9.959,23.326
3,9.597,33.209,5,9.669,33.678,4,9.632,33.439,2,9.542,33.086,1,9.708,33.033
3,9.226,42.435,5,9.363,43.041,4,9.328,42.767,2,9.285,42.371,1,9.297,42.330
2,9.334,51.768,5,9.280,52.320,4,9.237,52.003,1,9.336,51.707,3,9.482,51.812
2,9.299,1:01.067,5,31.932,1:24.251,4,9.208,1:01.210,1,9.350,1:01.056,3,9.304,1:01.116
1,9.096,1:10.162,5,15.316,1:39.566,3,9.257,1:10.467,2,9.263,1:10.319,4,9.660,1:10.776
1,9.546,1:19.708,5,13.652,1:53.218,3,9.388,1:19.855,2,9.418,1:19.737,4,9.791,1:20.567
1,9.44,1:29.145,5,13.02,2:06.230,3,9.41,1:29.256,2,9.48,1:29.215,4,10.20,1:30.764
