Marc-Andre MONETTE POSITION,Marc-Andre MONETTE LAP TIME,Marc-Andre MONETTE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
2,13.020,13.020,4,13.390,13.390,3,13.290,13.290,1,12.950,12.950
2,10.300,23.320,3,10.040,23.430,4,10.170,23.460,1,10.300,23.260
1,9.180,32.500,2,9.300,32.730,4,9.490,32.950,3,9.560,32.820
1,9.450,41.950,2,9.460,42.200,3,9.520,42.470,4,9.710,42.540
1,9.670,51.620,4,9.710,51.920,2,9.300,51.770,3,9.340,51.890
1,9.580,1:01.210,2,9.520,1:01.440,3,9.720,1:01.500,4,9.670,1:01.560
1,9.490,1:10.710,2,9.580,1:11.030,3,9.600,1:11.100,4,9.860,1:11.430
1,9.410,1:20.130,2,9.410,1:20.440,3,9.710,1:20.810,4,10.860,1:22.290
1,9.510,1:29.650,2,9.940,1:30.380,3,9.680,1:30.500,4,12.160,1:34.450
