Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
2,12.82,12.82,1,12.63,12.63,3,12.97,12.97,4,13.07,13.07
2,9.67,22.49,1,9.78,22.41,3,9.63,22.61,4,9.72,22.79
2,9.61,32.11,1,9.51,31.93,3,9.54,32.16,4,9.57,32.36
2,9.27,41.39,1,9.37,41.30,3,9.44,41.60,4,9.29,41.66
2,9.36,50.76,1,9.28,50.59,3,9.20,50.81,4,9.46,51.12
2,9.24,1:00.00,1,9.09,59.69,3,9.24,1:00.06,4,9.23,1:00.36
2,9.01,1:09.02,1,9.23,1:08.92,3,9.21,1:09.27,4,9.14,1:09.50
3,9.00,1:18.02,1,8.97,1:17.89,2,8.74,1:18.01,4,8.94,1:18.45
3,9.14,1:27.155,2,9.22,1:27.105,1,8.98,1:26.982,4,8.92,1:27.363
