Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
1,6.374,6.374,2,6.748,6.748,3,6.973,6.973,4,7.382,7.382
1,9.424,15.798,2,9.138,15.886,3,9.097,16.069,4,9.716,17.099
1,8.282,24.081,2,8.993,24.879,3,9.015,25.084,4,9.369,26.468
1,8.913,32.994,3,9.453,34.332,2,8.977,34.061,4,9.316,35.784
1,9.701,42.695,3,9.924,44.256,2,9.115,43.176,4,9.965,45.749
