Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME,ROSS-WADDELL Kyle POSITION,ROSS-WADDELL Kyle LAP TIME,ROSS-WADDELL Kyle ELAPSED TIME,MIGDALEOV Mikita POSITION,MIGDALEOV Mikita LAP TIME,MIGDALEOV Mikita ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME
3,7.23,7.23,1,6.93,6.93,2,7.02,7.02,4,7.36,,5,7.50,7.50
4,9.11,16.34,1,8.84,15.77,2,9.13,16.15,3,8.96,,5,9.02,16.52
3,8.65,24.99,1,8.46,24.23,2,8.67,24.82,5,21.20,,4,8.69,25.21
3,8.69,33.68,1,8.43,32.66,2,8.72,33.54,5,12.37,,4,8.59,33.80
3,9.08,42.76,1,8.51,41.17,2,8.94,42.48,5,15.31,1:05.20,4,15.74,49.54
