Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
1,6.40,6.40,3,7.22,7.22,4,12.30,12.30,2,6.93,6.93
1,8.92,15.32,4,9.13,16.35,2,3.36,15.66,3,8.85,15.78
1,8.26,23.58,4,8.31,24.66,3,8.44,24.10,2,8.27,24.05
1,8.47,32.05,4,8.87,33.53,2,8.40,32.50,3,8.56,32.61
1,9.37,41.419,3,9.35,42.876,2,9.49,41.990,0,,DQ
