HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
1,6.77,6.77,2,6.87,6.87,4,7.08,7.08,3,6.99,6.99,5,7.17,7.17
1,8.75,15.52,2,8.71,15.58,4,8.87,15.95,3,8.82,15.81,5,8.91,16.08
1,8.40,23.92,2,8.41,23.99,4,8.24,24.19,3,8.29,24.10,5,8.41,24.49
1,8.49,32.41,3,8.67,32.66,2,8.42,32.61,4,8.73,32.83,5,8.41,32.90
1,8.78,41.186,3,8.72,41.379,2,8.68,41.288,5,8.86,41.683,4,8.71,41.610
