NIKOLOVA  (DUPL) Marina POSITION,NIKOLOVA  (DUPL) Marina LAP TIME,NIKOLOVA  (DUPL) Marina ELAPSED TIME,LEE So-Hee POSITION,LEE So-Hee LAP TIME,LEE So-Hee ELAPSED TIME,MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,Cherise WILKINS POSITION,Cherise WILKINS LAP TIME,Cherise WILKINS ELAPSED TIME
0,7.776,7.776,0,7.777,7.777,0,7.694,7.694,0,7.765,7.765
0,9.942,17.718,0,9.887,17.664,0,9.891,17.585,0,10.357,18.122
0,9.515,27.233,0,9.564,27.228,0,9.673,27.258,0,9.376,27.498
0,9.695,36.928,0,9.688,36.916,0,9.737,36.996,0,9.796,37.294
0,,,0,,,0,,,0,,
