AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME
1,6.97,6.97,2,7.08,7.08,3,7.24,7.24,4,7.37,7.37
1,8.95,15.92,2,9.05,16.13,3,8.90,16.14,4,9.08,16.45
1,8.66,24.58,3,8.74,24.87,2,8.53,24.67,4,8.65,25.10
1,8.69,33.27,3,8.80,33.67,2,8.67,33.34,4,8.66,33.76
1,9.01,42.28,4,9.12,42.79,2,9.08,42.42,3,8.91,42.67
