VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,KIM Chanseo POSITION,KIM Chanseo LAP TIME,KIM Chanseo ELAPSED TIME,USATOVA Alina POSITION,USATOVA Alina LAP TIME,USATOVA Alina ELAPSED TIME,RYAN Ava POSITION,RYAN Ava LAP TIME,RYAN Ava ELAPSED TIME,SOMOGYI Barbara POSITION,SOMOGYI Barbara LAP TIME,SOMOGYI Barbara ELAPSED TIME
1,7.39,7.39,2,7.73,7.73,4,8.18,8.18,5,8.34,8.34,3,7.87,7.87
1,9.24,16.63,2,9.43,17.16,4,10.09,18.27,5,10.06,18.40,3,9.43,17.30
1,8.83,25.46,2,8.92,26.08,4,9.53,27.80,5,9.44,27.84,3,9.00,26.30
1,8.96,34.42,2,9.06,35.14,4,9.73,37.53,5,9.84,37.68,3,9.08,35.38
1,9.20,43.62,2,9.17,44.31,4,10.04,47.57,5,9.97,47.65,3,9.37,44.75
