Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.78,6.78,3,7.11,7.11,4,7.25,7.25,2,6.90,6.90,5,7.46,7.46
2,9.14,15.92,3,9.03,16.14,4,8.95,16.20,1,9.01,15.91,5,27.22,34.68
2,8.56,24.48,3,8.45,24.59,4,8.71,24.91,1,8.48,24.39,5,13.69,48.37
2,8.54,33.02,3,8.54,33.13,4,8.77,33.68,1,8.54,32.93,5,12.72,1:01.09
2,8.74,41.752,3,8.70,41.827,4,8.98,42.659,1,8.78,41.703,5,12.06,1:13.150
