SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.68,6.68,2,6.92,6.92,3,6.93,6.93,4,7.15,7.15,6,7.35,7.35,5,7.28,7.28
1,8.69,15.37,3,8.80,15.72,2,8.67,15.60,4,8.80,15.95,6,8.90,16.25,5,8.77,16.05
1,8.39,23.76,3,8.30,24.02,2,8.33,23.93,4,8.14,24.09,6,8.49,24.74,5,8.14,24.19
2,8.72,32.48,3,8.53,32.55,1,8.46,32.39,4,8.52,32.61,6,8.63,33.37,5,8.82,33.01
2,8.77,41.25,3,8.82,41.37,1,8.77,41.16,4,9.03,41.647,6,8.93,42.303,5,9.04,42.054
