DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME,Ashwin Calen DSILVA POSITION,Ashwin Calen DSILVA LAP TIME,Ashwin Calen DSILVA ELAPSED TIME,Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME
2,7.78,7.78,1,7.57,7.57,3,7.94,7.94,4,8.13,8.13,5,8.33,8.33
2,9.97,17.75,1,10.05,17.62,3,9.95,17.89,4,10.16,18.29,5,10.48,18.81
2,9.65,27.40,1,9.58,27.20,3,9.70,27.59,4,9.61,27.90,5,10.04,28.85
2,9.78,37.18,1,9.90,37.10,3,9.77,37.36,4,9.85,37.75,5,10.20,39.05
1,9.58,46.738,2,10.23,47.307,3,10.14,47.475,4,10.06,47.794,5,10.64,49.671
