Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,12.52,12.52,2,12.62,12.62,3,12.81,12.81,4,12.93,12.93
1,10.23,22.75,2,10.21,22.83,3,10.14,22.95,4,10.12,23.05
1,10.20,32.95,2,10.19,33.02,3,10.19,33.14,4,10.22,33.27
1,10.05,43.00,2,10.08,43.10,3,10.05,43.19,4,10.08,43.35
1,9.66,52.66,2,9.64,52.74,3,9.68,52.87,4,9.62,52.97
1,9.34,1:02.00,2,9.34,1:02.08,3,9.30,1:02.17,4,9.30,1:02.27
1,9.26,1:11.26,2,9.25,1:11.33,3,9.16,1:11.33,4,9.24,1:11.51
1,9.17,1:20.43,2,9.19,1:20.52,4,9.34,1:20.67,3,9.13,1:20.64
1,9.24,1:29.668,2,9.31,1:29.828,4,9.50,1:30.166,3,9.30,1:29.935
