ZHANG Yuting POSITION,ZHANG Yuting LAP TIME,ZHANG Yuting ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME
3,13.25,13.25,2,13.16,13.16,4,13.39,13.39,1,12.98,12.98,4,13.39,13.39,6,13.64,13.64
3,10.14,23.39,1,10.09,23.25,5,10.07,23.46,2,10.33,23.31,6,10.18,23.57,4,9.77,23.41
5,9.82,33.21,1,9.74,32.99,4,9.62,33.08,2,9.73,33.04,6,9.82,33.39,3,9.64,33.05
3,9.73,42.94,5,10.40,43.39,2,9.76,42.84,1,9.70,42.74,4,9.64,43.03,6,10.37,43.42
1,9.54,52.48,6,10.17,53.56,3,9.89,52.73,2,9.89,52.63,4,9.82,52.85,5,9.74,53.16
1,9.66,1:02.14,6,9.95,1:03.51,2,9.50,1:02.23,3,9.71,1:02.34,4,9.60,1:02.45,5,9.76,1:02.92
1,9.63,1:11.77,6,10.39,1:13.90,2,9.70,1:11.93,3,9.69,1:12.03,4,9.67,1:12.12,5,10.19,1:13.11
1,9.74,1:21.51,6,11.05,1:24.95,2,9.67,1:21.60,3,9.71,1:21.74,4,9.77,1:21.89,5,10.95,1:24.06
1,9.79,1:31.30,6,11.54,1:36.496,2,9.78,1:31.38,3,9.73,1:31.477,4,9.72,1:31.611,5,11.76,1:35.821
