Tamara FREDERICK POSITION,Tamara FREDERICK LAP TIME,Tamara FREDERICK ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME
4,13.68,13.68,2,13.52,13.52,3,13.67,13.67,1,13.45,13.45
4,10.08,23.76,3,10.16,23.68,2,9.97,23.64,1,10.12,23.57
4,10.02,33.78,3,9.98,33.66,2,9.88,33.52,1,9.88,33.45
4,10.06,43.84,3,10.05,43.71,2,10.10,43.62,1,10.08,43.53
4,10.23,54.07,3,10.19,53.90,2,10.18,53.80,1,10.18,53.71
4,10.14,1:04.21,3,10.19,1:04.09,2,10.17,1:03.97,1,10.18,1:03.89
4,10.08,1:14.29,3,10.10,1:14.19,2,10.11,1:14.08,1,10.10,1:13.99
4,10.08,1:24.37,3,10.00,1:24.19,2,10.06,1:24.14,1,10.07,1:24.06
4,10.17,1:34.532,2,10.15,1:34.333,3,10.24,1:34.371,1,10.27,1:34.326
