Stephane PERIER POSITION,Stephane PERIER LAP TIME,Stephane PERIER ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,V Gundmi RAGHAVENDRA POSITION,V Gundmi RAGHAVENDRA LAP TIME,V Gundmi RAGHAVENDRA ELAPSED TIME
1,6.77,6.77,2,6.97,6.97,3,7.06,7.06,4,7.45,7.45
1,9.23,16.01,2,9.24,16.21,3,9.28,16.35,4,10.44,17.90
1,8.90,24.91,2,8.87,25.09,3,9.00,25.35,4,10.07,27.97
1,9.03,33.94,2,8.95,34.04,3,9.14,34.49,4,10.47,38.45
1,9.41,43.344,2,9.39,43.421,3,9.42,43.909,4,10.93,49.371
