Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME
1,7.032,7.032,3,7.144,7.144,4,7.216,7.216,2,7.102,7.102
1,9.451,16.483,2,9.423,16.566,4,9.444,16.659,3,9.515,16.616
1,9.055,25.537,3,9.169,25.735,4,9.132,25.791,2,8.988,25.603
2,9.221,34.757,3,9.254,34.989,4,9.279,35.070,1,9.152,34.754
2,9.46,44.209,3,9.33,44.319,4,9.46,44.521,1,9.32,44.074
