SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,MASCITTO Cynthia POSITION,MASCITTO Cynthia LAP TIME,MASCITTO Cynthia ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME
2,13.28,13.28,5,13.66,13.66,4,13.49,13.49,3,13.38,13.38,1,13.26,13.26
2,10.08,23.36,5,10.00,23.66,2,9.87,23.36,4,10.09,23.47,1,10.02,23.28
2,9.68,33.04,5,9.70,33.36,1,9.61,32.97,4,9.79,33.26,3,9.90,33.18
1,9.77,42.81,5,9.77,43.13,3,9.90,42.87,4,9.75,43.01,2,9.67,42.85
1,9.38,52.19,5,9.51,52.64,3,9.54,52.41,4,9.50,52.51,2,9.47,52.32
1,9.36,1:01.55,5,9.33,1:01.97,3,9.35,1:01.76,4,9.34,1:01.85,2,9.35,1:01.67
1,9.38,1:10.93,5,9.38,1:11.35,3,9.42,1:11.18,4,9.42,1:11.27,2,9.42,1:11.09
1,9.35,1:20.28,5,9.33,1:20.68,3,9.35,1:20.53,4,9.30,1:20.57,2,9.38,1:20.47
1,9.26,1:29.54,3,9.23,1:29.91,4,9.41,1:29.94,5,9.46,1:30.03,2,9.33,1:29.80
