Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,12.22,12.22,4,12.71,12.71,2,12.33,12.33,3,12.53,12.53,5,12.82,12.82
5,15.92,28.14,3,9.21,21.92,1,9.39,21.72,2,9.30,21.83,4,9.18,22.00
5,15.42,43.56,3,9.33,31.25,1,9.32,31.04,2,9.31,31.14,4,9.36,31.36
5,10.65,54.21,3,9.26,40.51,1,9.26,40.30,2,9.26,40.40,4,9.25,40.61
5,10.29,1:04.50,3,9.24,49.75,1,9.24,49.54,2,9.27,49.67,4,9.24,49.85
5,10.19,1:14.69,2,9.25,59.00,1,9.26,58.80,3,9.45,59.12,4,9.39,59.24
5,10.19,1:24.88,2,9.48,1:08.48,1,9.36,1:08.16,4,9.74,1:08.86,3,9.33,1:08.57
5,10.45,1:35.33,3,9.88,1:18.36,1,9.57,1:17.73,4,10.01,1:18.87,2,9.42,1:17.99
5,10.98,1:46.303,3,10.17,1:28.521,1,9.92,1:27.646,4,10.61,1:29.480,2,9.87,1:27.854
