Ainoa CARREO PERIS POSITION,Ainoa CARREO PERIS LAP TIME,Ainoa CARREO PERIS ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Anna MAKOVETSKA POSITION,Anna MAKOVETSKA LAP TIME,Anna MAKOVETSKA ELAPSED TIME,Gabriella HACHEM POSITION,Gabriella HACHEM LAP TIME,Gabriella HACHEM ELAPSED TIME,HAN Soo Lim POSITION,HAN Soo Lim LAP TIME,HAN Soo Lim ELAPSED TIME
2,14.41,14.41,1,14.30,14.30,5,14.81,14.81,4,14.63,14.63,3,14.58,14.58
3,10.77,25.18,2,10.51,24.81,5,10.59,25.40,1,9.98,24.61,3,10.60,25.18
5,10.37,35.55,1,9.74,34.55,4,10.09,35.49,2,9.95,34.56,3,9.67,34.85
5,10.57,46.12,1,9.86,44.41,4,10.46,45.95,2,9.93,44.49,3,9.72,44.57
5,10.73,56.85,1,10.27,54.68,4,10.79,56.74,2,10.26,54.75,3,10.32,54.89
5,11.33,1:08.18,1,9.97,1:04.65,4,11.32,1:08.06,2,10.00,1:04.75,2,9.86,1:04.75
5,11.54,1:19.72,2,9.66,1:14.31,4,11.55,1:19.61,3,9.76,1:14.51,1,9.45,1:14.20
5,11.64,1:31.36,2,9.72,1:24.03,4,11.64,1:31.25,3,9.73,1:24.24,1,9.73,1:23.93
4,11.67,1:43.03,0,,PHOTO,5,11.82,1:43.07,3,9.88,1:34.12,0,,PHOTO
